txn_id,policy,retry_at,recovered,recovered_amount
2179e33a-8c42-5a06-8015-be90e8c17952,baseline,2026-01-24T16:48:23,False,0.00
2179e33a-8c42-5a06-8015-be90e8c17952,smart,2026-01-24T12:48:23,True,3543.24
841bf5c4-3a1f-541a-9f1c-f73d8b26b729,baseline,,False,0.00
841bf5c4-3a1f-541a-9f1c-f73d8b26b729,smart,,False,0.00
d0a25dd7-bc01-57ec-8d85-571ada3f5c18,baseline,2026-01-27T23:58:14,True,954.89
d0a25dd7-bc01-57ec-8d85-571ada3f5c18,smart,2026-01-27T19:58:14,True,954.89
738b65d9-ed02-50ea-aa25-e18fcc6beb98,baseline,,False,0.00
738b65d9-ed02-50ea-aa25-e18fcc6beb98,smart,,False,0.00
32d75664-f9be-5891-b882-7c44bddc83c7,baseline,2026-03-08T08:13:56,True,8521.99
32d75664-f9be-5891-b882-7c44bddc83c7,smart,2026-03-08T08:13:56,True,8521.99
88596105-d633-5b85-8361-37a892c714b7,baseline,,False,0.00
88596105-d633-5b85-8361-37a892c714b7,smart,,False,0.00
8946736f-3bc5-5e5d-b737-0b8a579d81fc,baseline,,False,0.00
8946736f-3bc5-5e5d-b737-0b8a579d81fc,smart,,False,0.00
c39707c9-d56d-5822-a7fe-cf000779c718,baseline,,False,0.00
c39707c9-d56d-5822-a7fe-cf000779c718,smart,,False,0.00
0b0f6482-fd43-52eb-bf61-7327e2ff34c1,baseline,2026-03-30T23:11:32,False,0.00
0b0f6482-fd43-52eb-bf61-7327e2ff34c1,smart,2026-04-01T09:00:00,False,0.00
12cc39f4-7d57-5866-8323-3fd77f1364ce,baseline,2026-01-30T23:44:06,True,2422.43
12cc39f4-7d57-5866-8323-3fd77f1364ce,smart,2026-02-01T09:00:00,True,2422.43
9b8cc4af-f28f-5a9f-ba33-f84bceeecd27,baseline,2026-01-31T15:36:59,False,0.00
9b8cc4af-f28f-5a9f-ba33-f84bceeecd27,smart,2026-02-01T09:00:00,False,0.00
77f5badd-be4a-508e-81c5-ea42823df874,baseline,2026-02-06T01:04:10,False,0.00
77f5badd-be4a-508e-81c5-ea42823df874,smart,2026-02-06T21:04:10,False,0.00
7ca8becb-bfff-5953-9956-43dedf919ed8,baseline,2026-02-14T17:44:39,False,0.00
7ca8becb-bfff-5953-9956-43dedf919ed8,smart,2026-02-14T13:44:39,False,0.00
b748a74d-7ae0-5cd8-9e86-f4dbf63498be,baseline,,False,0.00
b748a74d-7ae0-5cd8-9e86-f4dbf63498be,smart,,False,0.00
e0daee0f-e7c9-5f8b-9d3f-e70a868d1786,baseline,2026-02-27T16:45:58,False,0.00
e0daee0f-e7c9-5f8b-9d3f-e70a868d1786,smart,2026-03-01T09:00:00,True,8512.03
05e18933-5248-5c1c-93cc-257bdd3598bb,baseline,2026-02-27T23:04:01,False,0.00
05e18933-5248-5c1c-93cc-257bdd3598bb,smart,2026-03-01T09:00:00,True,839.05
d810d944-8c88-5237-aec5-0308435f0ace,baseline,,False,0.00
d810d944-8c88-5237-aec5-0308435f0ace,smart,,False,0.00
f128e6e4-1b2b-5ce2-b7eb-b8f8f61d11e3,baseline,,False,0.00
f128e6e4-1b2b-5ce2-b7eb-b8f8f61d11e3,smart,,False,0.00
721605e6-746d-5758-930e-b4b564d19558,baseline,,False,0.00
721605e6-746d-5758-930e-b4b564d19558,smart,,False,0.00
605afa0c-56ec-5d5f-95bb-4850642cd3c9,baseline,2026-01-04T00:25:27,False,0.00
605afa0c-56ec-5d5f-95bb-4850642cd3c9,smart,2026-02-01T09:00:00,False,0.00
1093eaf3-ff2c-5ddb-a2bd-5593b1a3c412,baseline,,False,0.00
1093eaf3-ff2c-5ddb-a2bd-5593b1a3c412,smart,,False,0.00
b627e99c-9381-55b4-88a6-5cc228807cae,baseline,,False,0.00
b627e99c-9381-55b4-88a6-5cc228807cae,smart,,False,0.00
e9829af4-1774-5e6c-bc45-cad4614d541f,baseline,2026-01-31T23:46:14,False,0.00
e9829af4-1774-5e6c-bc45-cad4614d541f,smart,2026-02-01T09:00:00,True,1489.18
c969a573-2be0-5199-ae32-9e2e08bbce52,baseline,2026-02-01T00:00:59,True,348.25
c969a573-2be0-5199-ae32-9e2e08bbce52,smart,2026-02-01T09:00:00,True,348.25
9a928197-9144-5b01-be4f-7fe934eb2729,baseline,2026-02-08T08:01:39,False,0.00
9a928197-9144-5b01-be4f-7fe934eb2729,smart,2026-02-08T08:01:39,False,0.00
7ba8e7e0-c5ed-57d2-ae84-71016bf75a69,baseline,2026-03-18T08:01:39,True,1482.89
7ba8e7e0-c5ed-57d2-ae84-71016bf75a69,smart,2026-03-18T08:01:39,True,1482.89
be6708df-9207-52d7-9448-b49e3b365b73,baseline,2026-03-26T23:50:22,False,0.00
be6708df-9207-52d7-9448-b49e3b365b73,smart,2026-04-01T09:00:00,False,0.00
bec8cd06-9bea-539e-8595-84645ec98dbe,baseline,2026-03-30T23:22:09,True,5498.20
bec8cd06-9bea-539e-8595-84645ec98dbe,smart,2026-04-01T09:00:00,True,5498.20
43091234-c600-5d3d-886e-aab8e4ecff31,baseline,2026-03-31T18:58:55,False,0.00
43091234-c600-5d3d-886e-aab8e4ecff31,smart,2026-04-01T09:00:00,False,0.00
fd6a96d4-cfe9-5d6e-aa13-e915e078e744,baseline,,False,0.00
fd6a96d4-cfe9-5d6e-aa13-e915e078e744,smart,,False,0.00
837b6129-3f9f-511c-b41e-b0167c18b03f,baseline,2026-01-13T00:42:48,True,2616.20
837b6129-3f9f-511c-b41e-b0167c18b03f,smart,2026-01-12T20:42:48,True,2616.20
758d1222-3fe3-53d9-920f-352922bf1622,baseline,,False,0.00
758d1222-3fe3-53d9-920f-352922bf1622,smart,,False,0.00
999946df-f4d3-54b8-8f6b-98e6d2780d5c,baseline,2026-01-23T00:57:51,True,643.82
999946df-f4d3-54b8-8f6b-98e6d2780d5c,smart,2026-01-22T20:57:51,False,0.00
e7713348-31e1-53d7-ae8c-c60e715e349b,baseline,2026-01-30T02:11:55,False,0.00
e7713348-31e1-53d7-ae8c-c60e715e349b,smart,2026-02-01T09:00:00,True,2288.20
8602c16f-1f35-57dd-a0e6-69ca10a9e838,baseline,2026-02-24T08:09:19,False,0.00
8602c16f-1f35-57dd-a0e6-69ca10a9e838,smart,2026-02-24T08:09:19,False,0.00
c3878b39-2c61-535b-9d2b-1bde5cff3b67,baseline,,False,0.00
c3878b39-2c61-535b-9d2b-1bde5cff3b67,smart,,False,0.00
5af85914-49f1-517a-8208-55174e1b8092,baseline,,False,0.00
5af85914-49f1-517a-8208-55174e1b8092,smart,,False,0.00
26922c15-9e77-55fa-82fa-4c54ac39df9d,baseline,2026-03-22T01:55:07,False,0.00
26922c15-9e77-55fa-82fa-4c54ac39df9d,smart,2026-03-21T21:55:07,False,0.00
df64f994-4bec-58b3-a595-7c7ff78bd555,baseline,,False,0.00
df64f994-4bec-58b3-a595-7c7ff78bd555,smart,,False,0.00
1fad43ab-7577-5d9f-a2cc-9dfe24d3468a,baseline,,False,0.00
1fad43ab-7577-5d9f-a2cc-9dfe24d3468a,smart,,False,0.00
faf336f4-d619-5ce2-beba-76635acc49d5,baseline,,False,0.00
faf336f4-d619-5ce2-beba-76635acc49d5,smart,,False,0.00
e0c6d2a7-8e10-5299-8058-7951f6a691da,baseline,2026-01-29T17:54:36,False,0.00
e0c6d2a7-8e10-5299-8058-7951f6a691da,smart,2026-02-01T09:00:00,True,5144.96
465cc683-b185-5061-a192-f577a0699f6e,baseline,2026-01-30T07:58:32,True,1641.36
465cc683-b185-5061-a192-f577a0699f6e,smart,2026-02-01T09:00:00,True,1641.36
7b44ac7c-63b4-530a-ad4d-6f9c14669dfd,baseline,2026-02-24T07:10:14,False,0.00
7b44ac7c-63b4-530a-ad4d-6f9c14669dfd,smart,2026-02-24T07:10:14,False,0.00
03d8fcd2-4801-5fd0-b25e-0c840eb99bbc,baseline,,False,0.00
03d8fcd2-4801-5fd0-b25e-0c840eb99bbc,smart,,False,0.00
6268626c-41e8-5672-925f-a4b6d83b0243,baseline,2026-03-18T07:45:05,True,5202.22
6268626c-41e8-5672-925f-a4b6d83b0243,smart,2026-03-18T07:45:05,True,5202.22
48c282b0-1f82-5975-ae4b-c89bc0752e81,baseline,2026-03-26T17:53:53,True,1568.87
48c282b0-1f82-5975-ae4b-c89bc0752e81,smart,2026-03-26T13:53:53,True,1568.87
ffbb4444-445e-538f-ad51-8dcfc34e3b55,baseline,,False,0.00
ffbb4444-445e-538f-ad51-8dcfc34e3b55,smart,,False,0.00
d7fc70d6-76ba-5c06-83c5-56d84e9f25b6,baseline,2026-01-04T20:50:50,True,2173.45
d7fc70d6-76ba-5c06-83c5-56d84e9f25b6,smart,2026-02-01T09:00:00,True,2173.45
54d49327-35b1-5586-9eb0-f10a7d270833,baseline,,False,0.00
54d49327-35b1-5586-9eb0-f10a7d270833,smart,,False,0.00
022f5ecc-70ba-5d4d-b36c-bc2c90f14425,baseline,,False,0.00
022f5ecc-70ba-5d4d-b36c-bc2c90f14425,smart,,False,0.00
d3f770e2-2e5c-5d26-91eb-7cc0c9e0770c,baseline,2026-02-04T19:34:49,False,0.00
d3f770e2-2e5c-5d26-91eb-7cc0c9e0770c,smart,2026-03-01T09:00:00,True,1477.52
2fa2752b-5167-56e6-b821-c2d3a6a74ab7,baseline,2026-02-07T00:35:47,False,0.00
2fa2752b-5167-56e6-b821-c2d3a6a74ab7,smart,2026-02-07T20:35:47,False,0.00
84ac4321-bb1e-5f9f-b13e-808df32b34d5,baseline,,False,0.00
84ac4321-bb1e-5f9f-b13e-808df32b34d5,smart,,False,0.00
d3db694d-66d4-5efc-be47-97eea6157c76,baseline,,False,0.00
d3db694d-66d4-5efc-be47-97eea6157c76,smart,,False,0.00
abf154ec-5dda-5853-b966-35729f42abff,baseline,,False,0.00
abf154ec-5dda-5853-b966-35729f42abff,smart,,False,0.00
ce08df4a-a5b5-5296-90ea-e52348832c47,baseline,,False,0.00
ce08df4a-a5b5-5296-90ea-e52348832c47,smart,,False,0.00
0ffa3607-3ac0-5830-a804-eda16a639c3a,baseline,,False,0.00
0ffa3607-3ac0-5830-a804-eda16a639c3a,smart,,False,0.00
2b6d7ef9-53c2-5adf-b372-b80d3157e866,baseline,,False,0.00
2b6d7ef9-53c2-5adf-b372-b80d3157e866,smart,,False,0.00
33626a50-db9f-5e74-9f5b-476bb7ed1e35,baseline,2026-02-10T16:48:10,False,0.00
33626a50-db9f-5e74-9f5b-476bb7ed1e35,smart,2026-02-10T12:48:10,True,1181.53
b9a9424a-029d-5830-8dc2-58917802d13a,baseline,2026-02-18T07:03:10,True,1720.35
b9a9424a-029d-5830-8dc2-58917802d13a,smart,2026-02-18T07:03:10,True,1720.35
fc5eea70-9e40-5d65-a176-7a1a6975b63a,baseline,2026-02-20T01:07:01,False,0.00
fc5eea70-9e40-5d65-a176-7a1a6975b63a,smart,2026-02-19T21:07:01,False,0.00
f685c258-71e1-551b-9a68-e05c89b22fe9,baseline,,False,0.00
f685c258-71e1-551b-9a68-e05c89b22fe9,smart,,False,0.00
82c8c7c3-52fc-5652-a9a7-439b87978d37,baseline,2026-02-27T01:27:47,True,2617.32
82c8c7c3-52fc-5652-a9a7-439b87978d37,smart,2026-02-26T21:27:47,True,2617.32
1d58c495-9911-590e-8fd4-2fbc5a3d0338,baseline,2026-02-28T17:35:09,False,0.00
1d58c495-9911-590e-8fd4-2fbc5a3d0338,smart,2026-03-01T09:00:00,True,1149.91
cf030079-e755-58f0-81ea-ed96a86c9786,baseline,2026-03-08T00:48:35,False,0.00
cf030079-e755-58f0-81ea-ed96a86c9786,smart,2026-03-07T20:48:35,False,0.00
46452b26-05db-5067-8766-274c8c78ff19,baseline,2026-01-08T08:15:58,True,3519.01
46452b26-05db-5067-8766-274c8c78ff19,smart,2026-01-08T08:15:58,True,3519.01
8ba890d1-07f9-5dd7-b5da-c801e205f171,baseline,,False,0.00
8ba890d1-07f9-5dd7-b5da-c801e205f171,smart,,False,0.00
281a92b0-923e-579d-8449-ecb9d102d7a2,baseline,,False,0.00
281a92b0-923e-579d-8449-ecb9d102d7a2,smart,,False,0.00
4adc7753-4c92-572b-a817-dab21b688a25,baseline,,False,0.00
4adc7753-4c92-572b-a817-dab21b688a25,smart,,False,0.00
603a256c-c9d0-5e46-8771-8e137f0ea113,baseline,,False,0.00
603a256c-c9d0-5e46-8771-8e137f0ea113,smart,,False,0.00
f0323ce7-49c3-5090-8e35-114c60211857,baseline,,False,0.00
f0323ce7-49c3-5090-8e35-114c60211857,smart,,False,0.00
8eb11ed0-4a41-5f48-a665-5fbd21a651fa,baseline,,False,0.00
8eb11ed0-4a41-5f48-a665-5fbd21a651fa,smart,,False,0.00
fc488754-3ec0-5c68-95a8-5ecd4e7a8de1,baseline,2026-03-26T06:43:54,False,0.00
fc488754-3ec0-5c68-95a8-5ecd4e7a8de1,smart,2026-04-01T09:00:00,True,926.57
5cef42c6-1c4f-5ab2-9eb8-6f62eba8840a,baseline,2026-03-27T14:50:18,False,0.00
5cef42c6-1c4f-5ab2-9eb8-6f62eba8840a,smart,2026-04-01T09:00:00,True,7085.93
f998751e-dd6f-56af-a025-6507054aa119,baseline,2026-01-11T16:40:59,True,375.31
f998751e-dd6f-56af-a025-6507054aa119,smart,2026-01-11T12:40:59,True,375.31
9f2e0033-7aff-5b96-8643-dc770a898be5,baseline,2026-01-18T08:52:35,True,2417.00
9f2e0033-7aff-5b96-8643-dc770a898be5,smart,2026-01-18T08:52:35,True,2417.00
d7f15a83-a02c-562b-b09b-8b91c401d847,baseline,,False,0.00
d7f15a83-a02c-562b-b09b-8b91c401d847,smart,,False,0.00
ed29f238-860a-5745-a4da-615fa9ab911a,baseline,,False,0.00
ed29f238-860a-5745-a4da-615fa9ab911a,smart,,False,0.00
85d9a4af-d9bc-5ec2-871d-c0a9e85d4592,baseline,,False,0.00
85d9a4af-d9bc-5ec2-871d-c0a9e85d4592,smart,,False,0.00
10ace073-3ae4-5837-9fae-a683cc468104,baseline,,False,0.00
10ace073-3ae4-5837-9fae-a683cc468104,smart,,False,0.00
ae00a18d-dff6-5bae-8dfa-ca0d1af604c6,baseline,2026-03-26T19:13:42,False,0.00
ae00a18d-dff6-5bae-8dfa-ca0d1af604c6,smart,2026-04-01T09:00:00,True,1845.59
71371af2-78c4-5e7c-917c-67a3c6f0c82e,baseline,2026-03-28T16:29:16,True,1691.58
71371af2-78c4-5e7c-917c-67a3c6f0c82e,smart,2026-04-01T09:00:00,True,1691.58
3420ffea-b1ad-584f-b9da-99e5abbc9282,baseline,,False,0.00
3420ffea-b1ad-584f-b9da-99e5abbc9282,smart,,False,0.00
c9a5956b-c8e0-5c64-89ed-b29815af7404,baseline,2026-01-22T18:11:54,False,0.00
c9a5956b-c8e0-5c64-89ed-b29815af7404,smart,2026-01-23T14:11:54,True,19834.94
45cef8f2-acaf-5202-b6ac-7e8b9c37cce7,baseline,2026-01-25T23:59:34,False,0.00
45cef8f2-acaf-5202-b6ac-7e8b9c37cce7,smart,2026-01-25T19:59:34,True,4844.69
c05ea8a1-f622-50ec-a468-8053954e0a17,baseline,,False,0.00
c05ea8a1-f622-50ec-a468-8053954e0a17,smart,,False,0.00
fd24678b-91c1-5941-8167-0da57673c4b7,baseline,,False,0.00
fd24678b-91c1-5941-8167-0da57673c4b7,smart,,False,0.00
eec6e759-ffca-59c7-beb9-969f719d8d02,baseline,,False,0.00
eec6e759-ffca-59c7-beb9-969f719d8d02,smart,,False,0.00
9ec3dd2a-e45c-594d-8ebd-bd688aa42707,baseline,2026-02-28T10:42:24,False,0.00
9ec3dd2a-e45c-594d-8ebd-bd688aa42707,smart,2026-03-01T09:00:00,True,6287.94
0a626637-2346-5caf-a846-bccc23351b19,baseline,2026-03-12T16:24:12,False,0.00
0a626637-2346-5caf-a846-bccc23351b19,smart,2026-03-12T12:24:12,True,1656.19
fb643e64-c45b-5e7f-9c40-1d023cff437d,baseline,2026-03-26T15:11:41,True,2502.66
fb643e64-c45b-5e7f-9c40-1d023cff437d,smart,2026-04-01T09:00:00,True,2502.66
e36cfab3-b01e-563e-9b4f-f0ef1f39872b,baseline,,False,0.00
e36cfab3-b01e-563e-9b4f-f0ef1f39872b,smart,,False,0.00
48d0c422-97b9-5ca7-988d-eeba0df539c4,baseline,2026-01-30T06:00:07,False,0.00
48d0c422-97b9-5ca7-988d-eeba0df539c4,smart,2026-02-01T09:00:00,True,3636.21
c51d131b-ae74-5aa0-a6a5-a7007af16a0a,baseline,2026-01-31T09:47:42,False,0.00
c51d131b-ae74-5aa0-a6a5-a7007af16a0a,smart,2026-02-01T09:00:00,True,883.96
cee6fb25-d352-529c-8afa-5a67c62577a9,baseline,2026-02-01T00:09:45,False,0.00
cee6fb25-d352-529c-8afa-5a67c62577a9,smart,2026-01-31T20:09:45,False,0.00
80125b59-c6b9-5a20-b2ff-56657f0016bd,baseline,2026-02-08T17:54:52,True,2220.82
80125b59-c6b9-5a20-b2ff-56657f0016bd,smart,2026-02-08T13:54:52,False,0.00
89ecbe17-651f-5df4-97b0-9bf1e2c83d33,baseline,,False,0.00
89ecbe17-651f-5df4-97b0-9bf1e2c83d33,smart,,False,0.00
26eabf48-0279-590f-bed7-bb9c51395be4,baseline,,False,0.00
26eabf48-0279-590f-bed7-bb9c51395be4,smart,,False,0.00
e77c0012-6e13-54a1-9029-366539b8316e,baseline,2026-03-21T12:58:16,False,0.00
e77c0012-6e13-54a1-9029-366539b8316e,smart,2026-03-21T08:58:16,False,0.00
034d1d34-1d16-5657-8ab5-210cdb66aca2,baseline,2026-03-27T10:17:48,False,0.00
034d1d34-1d16-5657-8ab5-210cdb66aca2,smart,2026-04-01T09:00:00,True,1388.16
259b3d03-3b48-58d9-98b9-39d207e63e1f,baseline,2026-03-30T06:13:49,False,0.00
