txn_id,customer_id,amount,timestamp,card_type,card_last4,is_recurring,attempt_number,card_updated,hour_of_day,day_of_month,customer_past_failure_count,customer_past_failure_reasons_distribution,failure_reason
20f0f351-f112-5c4b-a46c-12f9eebd9368,cust_00000,2537.72,2026-01-02T11:59:26,credit,7270,true,1.0,false,11.0,2.0,33.0,"{""bank_timeout"":0.242424,""expired_card"":0.363636,""insufficient_funds"":0.242424,""issuer_decline"":0.121212,""threeds_dropoff"":0.030303}",expired_card
e3a72c37-5d0c-5053-b0f5-06ff7121262d,cust_00000,1078.97,2026-01-02T12:20:16,debit,7270,false,2.0,false,12.0,2.0,34.0,"{""bank_timeout"":0.235294,""expired_card"":0.382353,""insufficient_funds"":0.235294,""issuer_decline"":0.117647,""threeds_dropoff"":0.029412}",bank_timeout
be97b321-67ea-5ada-b954-62cc1191cd15,cust_00000,3374.55,2026-01-02T12:30:36,debit,7270,false,1.0,false,12.0,2.0,35.0,"{""bank_timeout"":0.257143,""expired_card"":0.371429,""insufficient_funds"":0.228571,""issuer_decline"":0.114286,""threeds_dropoff"":0.028571}",bank_timeout
8f215512-8ccd-586d-ac1a-422d5be68f21,cust_00000,28622.89,2026-01-02T12:54:26,credit,7270,false,1.0,false,12.0,2.0,36.0,"{""bank_timeout"":0.277778,""expired_card"":0.361111,""insufficient_funds"":0.222222,""issuer_decline"":0.111111,""threeds_dropoff"":0.027778}",issuer_decline
4f4822bc-d28e-58ce-be4e-82aa68bbd142,cust_00000,3466.38,2026-01-02T13:06:40,credit,7270,true,1.0,false,13.0,2.0,37.0,"{""bank_timeout"":0.27027,""expired_card"":0.351351,""insufficient_funds"":0.216216,""issuer_decline"":0.135135,""threeds_dropoff"":0.027027}",expired_card
a1ce2598-2fd8-58f4-ae3e-fcf1a5f1b12e,cust_00000,615.25,2026-01-02T13:10:26,debit,7270,true,1.0,false,13.0,2.0,38.0,"{""bank_timeout"":0.263158,""expired_card"":0.368421,""insufficient_funds"":0.210526,""issuer_decline"":0.131579,""threeds_dropoff"":0.026316}",expired_card
6a626f5f-55af-514b-a3fc-f96301ad3c99,cust_00000,3031.72,2026-01-02T13:17:45,UPI,7270,false,1.0,false,13.0,2.0,39.0,"{""bank_timeout"":0.25641,""expired_card"":0.384615,""insufficient_funds"":0.205128,""issuer_decline"":0.128205,""threeds_dropoff"":0.025641}",threeds_dropoff
9b119b40-182d-52fb-8691-47f0c11fed27,cust_00000,15024.76,2026-01-02T15:53:34,debit,7270,false,1.0,false,15.0,2.0,40.0,"{""bank_timeout"":0.25,""expired_card"":0.375,""insufficient_funds"":0.2,""issuer_decline"":0.125,""threeds_dropoff"":0.05}",issuer_decline
644a4ef2-73dd-529d-97e8-ba40635e3302,cust_00000,3702.82,2026-01-02T19:44:52,debit,7270,false,2.0,false,19.0,2.0,41.0,"{""bank_timeout"":0.243902,""expired_card"":0.365854,""insufficient_funds"":0.195122,""issuer_decline"":0.146341,""threeds_dropoff"":0.04878}",bank_timeout
5a6535c5-08a2-52ea-8951-0b9d1f5583f6,cust_00000,2203.84,2026-01-02T19:46:24,debit,7270,false,1.0,false,19.0,2.0,42.0,"{""bank_timeout"":0.261905,""expired_card"":0.357143,""insufficient_funds"":0.190476,""issuer_decline"":0.142857,""threeds_dropoff"":0.047619}",bank_timeout
8e7963fe-dbd1-5c2e-a2bf-9bb2adadae8d,cust_00000,1077.87,2026-01-02T19:52:09,UPI,7270,false,1.0,false,19.0,2.0,43.0,"{""bank_timeout"":0.27907,""expired_card"":0.348837,""insufficient_funds"":0.186047,""issuer_decline"":0.139535,""threeds_dropoff"":0.046512}",insufficient_funds
0d87f170-f701-53cd-9868-06f5f6ed53de,cust_00000,22981.39,2026-01-02T19:56:26,credit,7270,false,2.0,false,19.0,2.0,44.0,"{""bank_timeout"":0.272727,""expired_card"":0.340909,""insufficient_funds"":0.204545,""issuer_decline"":0.136364,""threeds_dropoff"":0.045455}",issuer_decline
73e8fe70-85d8-51ab-87e4-f2f2299bf2b6,cust_00000,25097.89,2026-01-02T20:21:59,credit,7270,false,1.0,false,20.0,2.0,45.0,"{""bank_timeout"":0.266667,""expired_card"":0.333333,""insufficient_funds"":0.2,""issuer_decline"":0.155556,""threeds_dropoff"":0.044444}",issuer_decline
d04de4e5-36aa-56dd-b21b-a5e94d78b198,cust_00000,1865.96,2026-01-02T20:36:00,UPI,7270,true,2.0,false,20.0,2.0,46.0,"{""bank_timeout"":0.26087,""expired_card"":0.326087,""insufficient_funds"":0.195652,""issuer_decline"":0.173913,""threeds_dropoff"":0.043478}",expired_card
5705d1de-d927-587f-85d7-769a221da646,cust_00000,2645.25,2026-01-02T21:24:28,UPI,7270,false,1.0,false,21.0,2.0,47.0,"{""bank_timeout"":0.255319,""expired_card"":0.340426,""insufficient_funds"":0.191489,""issuer_decline"":0.170213,""threeds_dropoff"":0.042553}",insufficient_funds
6249fb20-8295-5147-903a-5cc490b30b72,cust_00000,4021.25,2026-01-02T21:30:21,debit,7270,true,1.0,false,21.0,2.0,48.0,"{""bank_timeout"":0.25,""expired_card"":0.333333,""insufficient_funds"":0.208333,""issuer_decline"":0.166667,""threeds_dropoff"":0.041667}",expired_card
aa915b92-210c-51fd-b169-68c1781e0e0b,cust_00000,5983.07,2026-01-02T21:50:00,UPI,7270,true,1.0,false,21.0,2.0,49.0,"{""bank_timeout"":0.244898,""expired_card"":0.346939,""insufficient_funds"":0.204082,""issuer_decline"":0.163265,""threeds_dropoff"":0.040816}",expired_card
1d1bce42-2c0a-5117-b05c-6602cfeb7869,cust_00000,4259.35,2026-01-03T02:04:35,UPI,7270,false,1.0,false,2.0,3.0,50.0,"{""bank_timeout"":0.24,""expired_card"":0.36,""insufficient_funds"":0.2,""issuer_decline"":0.16,""threeds_dropoff"":0.04}",insufficient_funds
928e7f27-0f83-5607-b21f-099acf3e1f38,cust_00000,3971.98,2026-01-03T11:08:01,credit,7270,true,1.0,false,11.0,3.0,51.0,"{""bank_timeout"":0.235294,""expired_card"":0.352941,""insufficient_funds"":0.215686,""issuer_decline"":0.156863,""threeds_dropoff"":0.039216}",expired_card
249d5fe4-e4f4-5957-918d-3a9792948045,cust_00000,3919.52,2026-01-03T11:36:56,debit,7270,false,1.0,false,11.0,3.0,52.0,"{""bank_timeout"":0.230769,""expired_card"":0.365385,""insufficient_funds"":0.211538,""issuer_decline"":0.153846,""threeds_dropoff"":0.038462}",bank_timeout
e9e87fb9-5620-5012-9d32-e3ae583b4742,cust_00000,2295.85,2026-01-03T11:40:28,netbanking,7270,true,1.0,false,11.0,3.0,53.0,"{""bank_timeout"":0.245283,""expired_card"":0.358491,""insufficient_funds"":0.207547,""issuer_decline"":0.150943,""threeds_dropoff"":0.037736}",expired_card
8ebfb241-db54-5963-8743-609bd7d6c7f6,cust_00000,639.18,2026-01-03T12:40:35,credit,7270,true,1.0,false,12.0,3.0,54.0,"{""bank_timeout"":0.240741,""expired_card"":0.37037,""insufficient_funds"":0.203704,""issuer_decline"":0.148148,""threeds_dropoff"":0.037037}",expired_card
5d53771d-5f59-5934-b1fc-d4c9418ed80a,cust_00000,2661.41,2026-01-03T12:45:02,credit,7270,false,1.0,false,12.0,3.0,55.0,"{""bank_timeout"":0.236364,""expired_card"":0.381818,""insufficient_funds"":0.2,""issuer_decline"":0.145455,""threeds_dropoff"":0.036364}",bank_timeout
fb26a9e0-4769-5228-ac11-554c66bd685e,cust_00000,3804.55,2026-01-03T12:51:25,debit,7270,true,1.0,false,12.0,3.0,56.0,"{""bank_timeout"":0.25,""expired_card"":0.375,""insufficient_funds"":0.196429,""issuer_decline"":0.142857,""threeds_dropoff"":0.035714}",expired_card
695d7279-1b49-51c5-95eb-aae3ede6aea3,cust_00000,20688.64,2026-01-03T14:51:41,debit,7270,false,1.0,false,14.0,3.0,57.0,"{""bank_timeout"":0.245614,""expired_card"":0.385965,""insufficient_funds"":0.192982,""issuer_decline"":0.140351,""threeds_dropoff"":0.035088}",issuer_decline
30a9d2c9-0958-55a7-8027-c38b30468f85,cust_00000,862.1,2026-01-03T15:10:44,UPI,7270,false,1.0,false,15.0,3.0,58.0,"{""bank_timeout"":0.241379,""expired_card"":0.37931,""insufficient_funds"":0.189655,""issuer_decline"":0.155172,""threeds_dropoff"":0.034483}",insufficient_funds
4fa05597-480b-5631-b956-4c96f75ce4c5,cust_00000,1516.42,2026-01-03T19:01:33,UPI,7270,false,1.0,false,19.0,3.0,59.0,"{""bank_timeout"":0.237288,""expired_card"":0.372881,""insufficient_funds"":0.20339,""issuer_decline"":0.152542,""threeds_dropoff"":0.033898}",insufficient_funds
905d8f33-01bd-573d-8866-17e757ef9ce4,cust_00000,16842.59,2026-01-03T19:04:46,credit,7270,false,1.0,false,19.0,3.0,60.0,"{""bank_timeout"":0.233333,""expired_card"":0.366667,""insufficient_funds"":0.216667,""issuer_decline"":0.15,""threeds_dropoff"":0.033333}",issuer_decline
bd33b97b-a843-5066-8ae8-21453c5962f0,cust_00000,23342.69,2026-01-03T19:07:26,debit,7270,false,2.0,false,19.0,3.0,61.0,"{""bank_timeout"":0.229508,""expired_card"":0.360656,""insufficient_funds"":0.213115,""issuer_decline"":0.163934,""threeds_dropoff"":0.032787}",issuer_decline
e91daccf-3f6a-5de7-a4fb-68a683101c04,cust_00000,431.56,2026-01-03T19:36:15,UPI,7270,false,1.0,false,19.0,3.0,62.0,"{""bank_timeout"":0.225806,""expired_card"":0.354839,""insufficient_funds"":0.209677,""issuer_decline"":0.177419,""threeds_dropoff"":0.032258}",insufficient_funds
bbb697e7-4a8c-57ce-aa7a-049dd93abea1,cust_00000,6659.54,2026-01-03T20:00:00,credit,7270,true,1.0,false,20.0,3.0,63.0,"{""bank_timeout"":0.222222,""expired_card"":0.349206,""insufficient_funds"":0.222222,""issuer_decline"":0.174603,""threeds_dropoff"":0.031746}",expired_card
9dd4fa50-db48-5dc4-8df1-cdf248f82acd,cust_00000,1997.66,2026-01-03T20:28:54,UPI,7270,false,1.0,false,20.0,3.0,64.0,"{""bank_timeout"":0.21875,""expired_card"":0.359375,""insufficient_funds"":0.21875,""issuer_decline"":0.171875,""threeds_dropoff"":0.03125}",insufficient_funds
96ce8a71-e550-58cf-a693-146660f89bde,cust_00000,21873.45,2026-01-03T20:42:04,UPI,7270,false,1.0,false,20.0,3.0,65.0,"{""bank_timeout"":0.215385,""expired_card"":0.353846,""insufficient_funds"":0.230769,""issuer_decline"":0.169231,""threeds_dropoff"":0.030769}",issuer_decline
cfaf06a0-7e2f-5732-8502-4d04e8334970,cust_00000,6693.82,2026-01-04T00:10:22,credit,7270,true,1.0,false,0.0,4.0,66.0,"{""bank_timeout"":0.212121,""expired_card"":0.348485,""insufficient_funds"":0.227273,""issuer_decline"":0.181818,""threeds_dropoff"":0.030303}",expired_card
8d0b9a32-3df6-5066-9441-16b5b215a46d,cust_00000,1305.38,2026-01-04T02:13:35,UPI,7270,false,2.0,false,2.0,4.0,67.0,"{""bank_timeout"":0.208955,""expired_card"":0.358209,""insufficient_funds"":0.223881,""issuer_decline"":0.179104,""threeds_dropoff"":0.029851}",insufficient_funds
25a97b1e-472b-5e20-b9a5-a9381d239b76,cust_00000,4147.5,2026-01-04T05:22:36,credit,7270,true,1.0,false,5.0,4.0,68.0,"{""bank_timeout"":0.205882,""expired_card"":0.352941,""insufficient_funds"":0.235294,""issuer_decline"":0.176471,""threeds_dropoff"":0.029412}",expired_card
1fbf1db6-3dda-59d9-b228-8c85e55ef06d,cust_00000,370.72,2026-01-04T12:49:12,UPI,7270,false,1.0,false,12.0,4.0,69.0,"{""bank_timeout"":0.202899,""expired_card"":0.362319,""insufficient_funds"":0.231884,""issuer_decline"":0.173913,""threeds_dropoff"":0.028986}",insufficient_funds
683e26f8-da97-5462-9f23-e6ea4f9924fd,cust_00000,1533.69,2026-01-04T15:07:35,UPI,7270,false,2.0,false,15.0,4.0,70.0,"{""bank_timeout"":0.2,""expired_card"":0.357143,""insufficient_funds"":0.242857,""issuer_decline"":0.171429,""threeds_dropoff"":0.028571}",insufficient_funds
37645b95-e020-5edd-b78a-daf24f2d173f,cust_00000,2984.08,2026-01-04T17:32:54,UPI,7270,false,1.0,false,17.0,4.0,71.0,"{""bank_timeout"":0.197183,""expired_card"":0.352113,""insufficient_funds"":0.253521,""issuer_decline"":0.169014,""threeds_dropoff"":0.028169}",threeds_dropoff
8fb2e297-2b5f-5860-8795-a7a68e82cf4a,cust_00000,2716.72,2026-01-04T19:25:36,debit,7270,false,1.0,false,19.0,4.0,72.0,"{""bank_timeout"":0.194444,""expired_card"":0.347222,""insufficient_funds"":0.25,""issuer_decline"":0.166667,""threeds_dropoff"":0.041667}",bank_timeout
ec8fedc6-2fed-51ef-8721-6bcd3843ceed,cust_00000,1224.18,2026-01-04T19:32:11,UPI,7270,false,1.0,false,19.0,4.0,73.0,"{""bank_timeout"":0.205479,""expired_card"":0.342466,""insufficient_funds"":0.246575,""issuer_decline"":0.164384,""threeds_dropoff"":0.041096}",insufficient_funds
700d13c8-6aaf-5f57-abc2-b58803608415,cust_00000,4067.06,2026-01-04T19:33:59,debit,7270,false,1.0,false,19.0,4.0,74.0,"{""bank_timeout"":0.202703,""expired_card"":0.337838,""insufficient_funds"":0.256757,""issuer_decline"":0.162162,""threeds_dropoff"":0.040541}",bank_timeout
1cf769b3-80ba-5b0b-b70f-4254233c1ff6,cust_00000,859.45,2026-01-04T20:48:20,UPI,7270,false,1.0,false,20.0,4.0,75.0,"{""bank_timeout"":0.213333,""expired_card"":0.333333,""insufficient_funds"":0.253333,""issuer_decline"":0.16,""threeds_dropoff"":0.04}",insufficient_funds
edc10a52-8c98-5a3a-9af2-c50af1fe7da5,cust_00000,2193.16,2026-01-04T21:10:56,debit,7270,false,1.0,false,21.0,4.0,76.0,"{""bank_timeout"":0.210526,""expired_card"":0.328947,""insufficient_funds"":0.263158,""issuer_decline"":0.157895,""threeds_dropoff"":0.039474}",bank_timeout
c2314ec4-6227-583c-b9c7-46b713643a3e,cust_00000,5572.36,2026-01-04T21:14:25,credit,7270,true,1.0,false,21.0,4.0,77.0,"{""bank_timeout"":0.220779,""expired_card"":0.324675,""insufficient_funds"":0.25974,""issuer_decline"":0.155844,""threeds_dropoff"":0.038961}",expired_card
21e9d619-2bb8-586f-90f8-57f9e88fd40d,cust_00000,50000.0,2026-01-05T04:36:02,credit,7270,false,1.0,false,4.0,5.0,78.0,"{""bank_timeout"":0.217949,""expired_card"":0.333333,""insufficient_funds"":0.25641,""issuer_decline"":0.153846,""threeds_dropoff"":0.038462}",issuer_decline
c3d28932-99d6-5bb3-8533-6ce43cef5a4a,cust_00000,1064.68,2026-01-05T08:02:56,credit,7270,true,1.0,false,8.0,5.0,79.0,"{""bank_timeout"":0.21519,""expired_card"":0.329114,""insufficient_funds"":0.253165,""issuer_decline"":0.164557,""threeds_dropoff"":0.037975}",expired_card
16f4b414-8060-5d2a-bec2-4ab39b622a92,cust_00000,2334.31,2026-01-05T08:22:36,credit,7270,true,1.0,false,8.0,5.0,80.0,"{""bank_timeout"":0.2125,""expired_card"":0.3375,""insufficient_funds"":0.25,""issuer_decline"":0.1625,""threeds_dropoff"":0.0375}",expired_card
81641d7f-d754-54fd-9640-b3e444d2d828,cust_00000,32920.96,2026-01-05T09:38:44,credit,7270,false,2.0,false,9.0,5.0,81.0,"{""bank_timeout"":0.209877,""expired_card"":0.345679,""insufficient_funds"":0.246914,""issuer_decline"":0.160494,""threeds_dropoff"":0.037037}",issuer_decline
0a6e477a-0112-5702-96d8-657277aece93,cust_00000,3399.45,2026-01-05T09:56:49,credit,7270,true,1.0,true,9.0,5.0,82.0,"{""bank_timeout"":0.207317,""expired_card"":0.341463,""insufficient_funds"":0.243902,""issuer_decline"":0.170732,""threeds_dropoff"":0.036585}",expired_card
b419b351-2f6f-5583-a9d3-f16a5c64f7b5,cust_00000,876.59,2026-01-05T11:10:53,credit,7270,true,2.0,false,11.0,5.0,83.0,"{""bank_timeout"":0.204819,""expired_card"":0.349398,""insufficient_funds"":0.240964,""issuer_decline"":0.168675,""threeds_dropoff"":0.036145}",expired_card
5f49d838-1280-570c-8329-9fa13af2a539,cust_00000,2036.99,2026-01-05T11:17:47,debit,7270,false,1.0,false,11.0,5.0,84.0,"{""bank_timeout"":0.202381,""expired_card"":0.357143,""insufficient_funds"":0.238095,""issuer_decline"":0.166667,""threeds_dropoff"":0.035714}",bank_timeout
deb09678-f89e-547d-bc21-a3debc039f2c,cust_00000,1181.3,2026-01-05T11:25:10,debit,7270,false,2.0,false,11.0,5.0,85.0,"{""bank_timeout"":0.211765,""expired_card"":0.352941,""insufficient_funds"":0.235294,""issuer_decline"":0.164706,""threeds_dropoff"":0.035294}",bank_timeout
23cae6ed-0a30-5e53-83bc-edb90dbbe173,cust_00000,739.51,2026-01-05T12:14:25,debit,7270,false,2.0,false,12.0,5.0,86.0,"{""bank_timeout"":0.22093,""expired_card"":0.348837,""insufficient_funds"":0.232558,""issuer_decline"":0.162791,""threeds_dropoff"":0.034884}",bank_timeout
a7113a39-16d8-57a8-b4c8-15e6467f92ad,cust_00000,15876.35,2026-01-05T12:24:14,credit,7270,false,1.0,false,12.0,5.0,87.0,"{""bank_timeout"":0.229885,""expired_card"":0.344828,""insufficient_funds"":0.229885,""issuer_decline"":0.16092,""threeds_dropoff"":0.034483}",issuer_decline
8493ad07-f940-542b-bc86-657b17102f65,cust_00000,3332.69,2026-01-05T12:40:48,UPI,7270,false,1.0,false,12.0,5.0,88.0,"{""bank_timeout"":0.227273,""expired_card"":0.340909,""insufficient_funds"":0.227273,""issuer_decline"":0.170455,""threeds_dropoff"":0.034091}",insufficient_funds
09041a91-03f4-5f95-82cb-db76a9ca95c5,cust_00000,3233.45,2026-01-05T12:47:16,credit,7270,true,1.0,true,12.0,5.0,89.0,"{""bank_timeout"":0.224719,""expired_card"":0.337079,""insufficient_funds"":0.235955,""issuer_decline"":0.168539,""threeds_dropoff"":0.033708}",expired_card
fcbc9f34-e331-591e-af80-b7889dd0806d,cust_00000,934.51,2026-01-05T12:47:27,debit,7270,false,2.0,false,12.0,5.0,90.0,"{""bank_timeout"":0.222222,""expired_card"":0.344444,""insufficient_funds"":0.233333,""issuer_decline"":0.166667,""threeds_dropoff"":0.033333}",bank_timeout
d41e6e12-ad0b-5159-9acf-1b49a351ef9c,cust_00000,23609.91,2026-01-05T12:56:24,credit,7270,false,1.0,false,12.0,5.0,91.0,"{""bank_timeout"":0.230769,""expired_card"":0.340659,""insufficient_funds"":0.230769,""issuer_decline"":0.164835,""threeds_dropoff"":0.032967}",issuer_decline
